GeneName	Lung_1	Lung_2	Lymph_1	Lymph_2	Lymph_3
IRF1-AS1	253	181	105	89	81
ENSG00000283782	0	0	0	0	0
LINC02863	2	4	18	5	5
IRF1	287	255	321	240	173
Y_RNA	2	2	7	2	1
IL5	0	5	14	4	5
RAD50	129	98	65	107	25
TH2LCRR	10	6	23	15	2
IL13	1	2	35	2	11
IL4	0	0	8	0	0
ENSG00000230612	0	0	8	0	0
KIF3A	156	200	58	66	49
CCNI2	21	32	25	6	3
SEPTIN8	345	470	149	284	211
SOWAHA	10	14	4	2	5
ENSG00000272203	0	0	0	0	0
SHROOM1	393	361	105	154	141
RNA5SP192	1	0	0	0	0
GDF9	5	1	45	29	7
UQCRQ	198	150	129	157	153
LEAP2	11	8	2	6	8
AFF4	2355	2386	1046	1708	1522
ENSG00000235253	2	0	10	6	1
Y_RNA	0	0	2	3	0
ATP6V0E1P1	0	4	9	0	1
AFF4-DT	0	0	5	1	0
ENSG00000229738	0	0	3	0	0
Y_RNA	0	0	3	0	1
ZCCHC10	195	132	36	55	62
ENSG00000248648	0	0	4	0	2
ENSG00000287054	3	0	26	8	7
ENSG00000286408	4	0	7	2	5
HSPA4	667	805	263	529	425
ENSG00000279691	5	2	11	15	16
ENSG00000251616	8	3	34	11	3
ENSG00000248245	0	5	16	0	5
RPL6P15	0	1	11	2	8
FSTL4	7	14	100	12	34
ENSG00000288758	3	0	11	4	5
ENSG00000249478	0	0	29	8	8
ENSG00000250244	0	2	11	1	1
ENSG00000250409	0	1	7	0	0
MIR1289-2	0	3	3	0	1
ENSG00000280104	1	0	3	0	0
ENSG00000279197	0	0	2	1	0
ENSG00000251243	0	0	0	2	1
WSPAR	1	0	4	0	1
C5orf15	281	264	76	184	183
VDAC1	407	520	398	441	432
ENSG00000271737	3	1	3	4	0
ENSG00000271128	0	0	0	0	0
TCF7	136	126	160	146	136
SKP1	196	141	124	224	153
ENSG00000272772	0	0	0	0	0
PPP2CA	146	148	84	115	102
ENSG00000273345	8	4	13	8	0
MIR3661	0	0	1	1	1
PPP2CA-DT	8	4	7	0	0
ENSG00000239615	0	0	2	4	0
CDKL3	7	9	10	7	7
UBE2B	177	204	172	216	124
ENSG00000279469	1	0	0	0	0
ENSG00000248559	1	0	3	0	1
CDKN2AIPNL	51	42	30	37	32
ENSG00000243648	3	0	3	1	3
LINC02999	6	0	9	6	1
ENSG00000250994	0	1	7	3	2
RNU6-456P	0	0	0	0	0
LINC01843	37	79	24	16	33
RN7SL541P	2	4	2	2	2
ENSG00000280420	15	0	0	0	4
JADE2	559	579	163	253	168
SAR1B	517	485	184	302	255
RNU6-1311P	0	0	0	0	0
SEC24A	828	876	774	1037	903
RNU6-1164P	0	0	3	0	0
RNU6-757P	6	7	4	0	2
CAMLG	130	153	113	143	82
DDX46	924	942	460	920	697
ENSG00000241179	0	0	6	0	0
C5orf24	729	856	217	434	386
ENSG00000270892	0	0	5	0	1
TXNDC15	257	264	123	117	96
PCBD2	197	202	57	133	108
ENSG00000279799	2	12	3	8	3
MTCYBP18	30719	29213	25484	34343	32053
MTND6P4	8201	7475	8437	4727	4823
MTND5P11	108126	96344	66422	72042	66594
MTND4P12	336868	312312	299751	319867	297139
MTND4LP30	33934	29165	23668	27397	25329
ENSG00000263963	449	492	549	438	349
MTND3P25	4	1	9	7	13
CATSPER3	23	20	8	8	10
PITX1	106	208	82	209	195
PITX1-AS1	27	38	30	32	15
ENSG00000277619	0	17	9	6	4
EPIST	0	0	13	5	1
ENSG00000248753	13	8	15	5	6
ENSG00000248482	0	0	4	0	0
LINC02900	4	2	27	7	0
MACROH2A1	1178	817	338	598	415
ENSG00000270021	10	0	25	9	6
DCANP1	0	0	0	0	0
TIFAB	0	0	9	3	5
ENSG00000249639	0	0	4	0	0
ENSG00000250167	2	0	8	6	6
SLC25A48	7	14	134	30	27
NEUROG1	0	2	8	1	4
CXCL14	143	244	83	248	146
SLC25A48-AS1	0	0	14	11	7
ENSG00000223539	0	3	19	2	2
MIR5692C1	0	0	0	0	0
ENSG00000250378	7	0	13	7	8
IL9	3	0	22	0	0
ENSG00000254239	0	0	3	0	9
ENSG00000253927	0	5	12	8	4
LECT2	0	1	11	2	11
FBXL21P	6	3	28	5	12
TGFBI	177	219	359	371	324
VTRNA2-1	0	0	0	0	0
Vault	0	0	0	0	0
SMAD5-AS1	6	1	7	1	6
ENSG00000277859	0	0	0	0	0
SMAD5	597	569	192	480	414
ENSG00000275646	0	0	0	0	0
ENSG00000277524	0	0	0	0	0
ENSG00000274934	1	6	1	1	2
SMIM32	2	2	12	4	10
TRPC7	0	11	46	19	6
TRPC7-AS1	0	4	5	1	0
TRPC7-AS2	0	0	9	6	0
ENSG00000279240	0	0	0	0	0
HSPD1P18	0	3	0	0	0
HNRNPA1P13	5	0	13	2	6
ENSG00000249803	1	1	24	3	4
ENSG00000250284	1	2	8	2	0
ANKRD49P3	0	2	8	0	2
RNA5SP193	0	0	0	0	0
SPOCK1	4	64	57	28	13
KLHL3	98	131	126	72	45
MIR874	0	0	2	0	0
HNRNPA0	367	489	252	380	288
ENSG00000287067	4	2	18	16	5
ENSG00000270697	0	1	2	4	0
NPY6R	0	1	15	1	7
PKD2L2-DT	25	10	73	33	25
MYOT	4	2	24	1	9
PKD2L2	14	12	23	6	17
FAM13B	576	437	224	359	311
FAM13B-AS1	6	0	13	3	2
ENSG00000250260	0	0	6	0	0
RNU6-1148P	1	0	1	0	0
WNT8A	0	1	22	1	11
NME5	14	9	24	3	1
RNU6-460P	0	0	0	0	0
RNU6-888P	0	0	0	1	0
BRD8	844	873	248	398	363
KIF20A	19	47	62	45	34
CDC23	138	98	41	56	46
GFRA3	2	0	21	1	10
RPS27AP18	0	0	2	0	0
CDC25C	16	27	100	23	43
FAM53C	362	391	235	242	224
ENSG00000249971	5	8	15	8	7
KDM3B	1284	1293	498	905	771
REEP2	3	9	29	6	10
ENSG00000271196	0	0	2	0	0
ENSG00000289267	8	4	4	1	1
EGR1	820	992	1106	1136	1033
RPL7P19	6	2	12	5	6
ETF1	456	404	315	382	335
ENSG00000289155	9	11	21	6	15
HSPA9	900	992	916	1210	999
SNORD63B	0	0	0	0	0
SNORD63	0	0	0	0	0
CTNNA1	1882	1952	955	1800	1337
ENSG00000232174	0	0	9	4	1
ENSG00000238745	0	0	0	0	0
CTNNA1-AS1	1	0	5	0	2
LRRTM2	6	18	17	14	10
SIL1	204	205	132	135	112
RNA5SP194	0	0	0	0	0
ENSG00000249593	0	10	9	0	7
RPL12P21	10	3	6	4	5
RNU6-572P	0	0	0	0	0
MATR3	0	0	2	1	0
SNHG4	68	30	24	26	31
SNORA74D	6	15	2	6	3
SNORA74A	13	13	7	22	14
MATR3	153	116	99	199	138
RNA5SP195	13	11	10	22	25
RN7SKP64	0	0	0	0	0
PAIP2	190	205	140	132	113
ENSG00000272742	0	0	3	2	0
SLC23A1	21	18	34	14	29
MZB1	16	30	41	34	21
PROB1	12	16	24	24	13
SPATA24	31	16	32	27	11
DNAJC18	53	54	77	34	26
ENSG00000279686	0	0	0	0	0
RNU5B-4P	1	0	3	0	0
ECSCR	2	3	3	2	2
SMIM33	0	3	7	10	1
STING1	227	219	75	86	75
ENSG00000249689	1	0	3	2	5
NCOA4P4	1	1	3	1	1
ENSG00000286403	290	326	149	444	405
UBE2D2	238	249	131	190	145
Y_RNA	0	0	0	0	0
H3P25	0	0	3	0	0
ENSG00000272255	0	0	2	1	3
CXXC5	224	377	86	132	120
CXXC5-AS1	1	0	3	1	1
ENSG00000249526	8	5	11	2	10
RNU6-236P	0	0	0	0	0
PSD2-AS1	0	0	3	10	4
ENSG00000251387	0	0	8	4	3
ENSG00000271792	0	0	3	1	2
PSD2	11	6	47	12	23
NRG2	63	63	59	27	22
ENSG00000250692	9	3	8	0	0
Y_RNA	0	0	0	0	0
MALINC1	9	11	11	19	11
PURA	1029	1221	296	620	469
IGIP	223	193	40	70	73
ENSG00000254363	18	1	59	6	21
CYSTM1	245	191	79	64	59
ENSG00000250069	34	22	16	36	27
PFDN1	180	152	55	89	99
HBEGF	125	186	136	131	118
ENSG00000253965	1	4	29	4	11
SLC4A9	8	4	32	12	26
ANKHD1-DT	24	15	18	28	3
RNU4-14P	0	1	0	0	0
ANKHD1	24	36	17	38	41
ANKHD1-EIF4EBP3	38	31	16	27	17
ENSG00000200051	0	0	0	0	0
SRA1	95	58	57	79	78
EIF4EBP3	4	1	6	7	1
APBB3	96	116	78	98	91
ENSG00000283155	0	0	1	0	0
MIR6831	0	0	0	0	0
SLC35A4	769	621	148	324	224
ENSG00000283602	4	1	23	8	4
ENSG00000200235	0	0	0	0	0
HAUS1P1	0	0	1	0	4
ENSG00000240518	0	0	0	1	5
CD14	90	62	40	30	17
NDUFA2	42	32	27	31	28
TMCO6	118	105	35	60	48
IK	398	428	222	280	232
MIR3655	0	0	0	0	0
WDR55	357	459	187	244	223
DND1	1	0	8	5	5
HARS1	274	310	138	200	160
HARS2	247	206	135	164	150
ZMAT2	262	313	107	141	98
VTRNA1-1	43	40	37	35	31
VTRNA1-2	20	17	37	43	26
VTRNA1-3	17	11	24	18	15
ENSG00000250515	0	5	0	0	0
ENSG00000248106	0	0	3	0	1
ENSG00000279726	5	3	26	2	1
PCDHA1	0	0	21	2	1
PCDHA2	1	0	5	1	2
PCDHA3	7	5	13	4	7
PCDHA4	10	14	25	5	8
PCDHA5	0	3	14	0	5
PCDHA6	6	2	17	4	14
PCDHA7	0	2	3	4	1
PCDHA8	0	2	10	0	1
PCDHA9	0	3	7	4	2
ENSG00000278907	0	0	1	0	3
PCDHA10	1	14	20	13	19
PCDHA14	0	0	0	0	0
ENSG00000278946	3	4	1	0	0
PCDHA11	4	6	11	5	5
PCDHA12	26	31	17	21	27
ENSG00000278915	8	12	1	3	2
ENSG00000278901	0	0	0	0	1
PCDHA13	29	15	9	6	6
PCDHAC1	96	115	44	44	33
ENSG00000279028	0	1	2	0	0
PCDHAC2	69	61	41	12	17
ENSG00000288892	0	0	4	8	2
PCDHB1-AS1	5	3	20	17	11
PCDHB1	4	3	40	16	13
ENSG00000279558	0	0	6	0	8
ENSG00000289752	7	1	8	5	8
PCDHB2	16	51	36	40	34
ENSG00000272154	1	7	21	8	9
PCDHB3	15	28	53	29	24
ENSG00000272108	0	0	10	1	1
PCDHB4	5	28	19	20	14
PCDHB5	34	50	14	12	7
ENSG00000280029	7	10	20	11	2
PCDHB6	16	14	9	3	3
PCDHB17P	3	1	29	8	10
ENSG00000280336	0	0	3	1	0
PCDHB7	1	17	17	9	1
PCDHB8	16	29	11	13	4
ENSG00000279472	1	0	0	0	0
PCDHB16	20	12	10	6	4
ENSG00000279068	0	0	3	1	0
ENSG00000278936	1	0	10	0	0
PCDHB9	19	5	46	18	3
ENSG00000279375	0	0	0	0	0
PCDHB10	17	10	5	6	2
PCDHB11	27	29	16	9	21
PCDHB12	21	18	29	24	13
PCDHB13	23	23	42	7	6
PCDHB14	51	31	21	14	29
ENSG00000279983	0	0	0	0	0
PCDHB18P	18	23	16	15	19
PCDHB19P	8	5	18	3	2
PCDHB15	37	16	12	8	13
ENSG00000277795	0	0	4	3	6
TAF7	484	515	294	461	415
SLC25A2	0	2	0	1	0
ENSG00000288095	0	1	10	4	7
ENSG00000272070	19	18	33	10	9
PCDHGA1	4	9	25	17	6
PCDHGA2	13	12	39	18	7
PCDHGA3	11	18	23	7	14
PCDHGB1	45	17	13	11	12
ENSG00000280026	0	0	9	2	2
PCDHGA4	35	10	23	14	12
PCDHGB2	48	45	15	34	36
PCDHGA5	27	32	38	45	13
PCDHGB3	33	20	19	20	12
PCDHGA6	51	34	27	33	34
PCDHGA7	36	37	31	25	25
PCDHGB4	58	19	21	11	12
PCDHGA8	51	41	24	21	28
PCDHGB5	27	36	22	30	22
PCDHGA9	43	39	19	19	11
PCDHGB6	94	44	30	15	8
PCDHGA10	79	71	29	20	16
PCDHGB7	250	240	159	308	267
PCDHGA11	207	91	110	170	195
PCDHGB8P	98	86	41	131	101
ENSG00000279855	0	0	6	2	0
PCDHGA12	119	91	70	123	104
PCDHGB9P	47	70	49	67	46
ENSG00000273557	0	2	5	0	0
PCDHGC3	115	145	58	76	50
RN7SL68P	7	2	2	3	4
PCDHGC4	30	27	31	29	24
PCDHGC5	37	21	18	15	22
DIAPH1	2670	2664	1186	2245	1768
DIAPH1-AS1	0	0	17	2	7
RPS27AP10	0	0	2	0	0
ENSG00000228737	0	3	22	4	15
HDAC3	193	215	200	324	316
RELL2	23	26	35	10	21
FCHSD1	250	227	159	167	176
ARAP3	384	448	228	252	174
ENSG00000289478	1	2	12	0	4
ENSG00000286736	0	2	5	1	2
ENSG00000287527	15	41	44	21	24
ENSG00000278925	15	22	3	12	9
PCDH1	1198	1605	290	678	557
ENSG00000287726	10	1	21	9	12
ENSG00000226040	1	0	2	0	1
DELE1	417	419	210	256	200
PCDH12	101	87	107	85	57
ENSG00000271871	5	1	24	3	0
RNF14	392	395	211	245	220
ENSG00000254099	0	0	1	0	0
GNPDA1	80	110	84	72	79
ENSG00000250347	1	0	3	0	0
NDFIP1	580	528	216	255	185
ENSG00000289306	13	2	2	18	7
ENSG00000280047	14	14	26	20	14
SPRY4	428	439	163	205	217
ENSG00000277968	0	0	0	0	0
ENSG00000274721	0	0	0	0	0
SPRY4-AS1	23	25	76	30	22
RPS12P10	0	0	1	2	0
FGF1	2	6	41	14	7
ENSG00000261757	0	0	3	1	1
LINC01844	3	1	38	13	7
ENSG00000287203	4	0	6	2	4
ARHGAP26	3642	3812	1514	3934	3315
ARHGAP26-AS1	9	0	21	13	9
ENSG00000285366	0	0	9	2	1
ARHGAP26-IT1	10	32	1	34	21
NR3C1	850	879	430	569	451
RPL7P21	2	1	5	3	2
ENSG00000279679	1	2	0	4	1
ENSG00000279130	1	0	2	3	1
ENSG00000249429	0	0	4	2	0
ENSG00000251205	2	2	18	16	3
RNU7-156P	0	0	5	0	0
ENSG00000249881	0	0	9	0	4
MIR5197	0	0	0	2	0
ENSG00000225869	0	0	3	2	2
HMHB1	0	0	3	3	6
RN7SL87P	1	0	0	0	1
YIPF5	154	166	89	118	84
KCTD16	7	5	65	26	22
ENSG00000249605	7	2	8	1	8
ENSG00000285605	1	1	4	0	1
CKS1BP5	1	0	4	5	4
ENSG00000213488	0	0	1	0	2
RN7SKP246	0	0	2	1	1
ENSG00000251031	8	7	31	8	6
NAMPTP2	0	0	2	1	4
ASS1P10	1	0	11	4	1
ENSG00000250842	0	0	0	0	0
ENSG00000248125	3	0	11	2	3
PRELID2	81	122	51	35	47
TRPC6P2	3	8	2	1	1
GRXCR2	0	0	11	5	2
SH3RF2	232	251	69	56	57
ENSG00000248493	5	8	1	3	1
PLAC8L1	4	5	19	9	8
ENSG00000251556	2	0	6	0	1
LARS1	656	808	495	654	602
RPL35AP16	0	0	1	2	1
RPL35AP17	0	0	1	0	0
ENSG00000275740	0	0	0	0	1
RBM27	175	186	39	47	53
RNU7-180P	0	0	0	0	0
ENSG00000250025	0	0	1	0	3
POU4F3	0	0	11	2	2
ENSG00000271724	0	0	2	0	0
ENSG00000248842	0	4	7	10	5
TCERG1	688	686	218	634	498
ENSG00000277568	0	0	0	0	0
GPR151	1	0	26	4	7
ENSG00000250407	2	0	12	5	0
PPP2R2B	12	10	102	36	43
RNA5SP196	0	0	0	0	0
RN7SL791P	0	0	2	1	0
KRT8P48	6	2	11	2	6
PPP2R2B-IT1	0	2	4	1	1
ENSG00000286468	2	2	14	2	3
STK32A-AS1	4	2	3	2	8
STK32A	101	64	46	24	11
DPYSL3	147	227	102	140	113
ENSG00000272239	0	0	0	0	0
JAKMIP2-AS1	0	9	35	13	12
JAKMIP2	27	13	63	20	28
ENSG00000287630	0	2	18	1	1
SPINK1	57	118	10	10	10
ENSG00000249518	0	14	10	3	1
SCGB3A2	103	83	11	10	6
ENSG00000288774	0	0	0	0	0
C5orf46	1	0	8	9	5
ENSG00000248362	0	0	0	0	5
ENSG00000251320	0	0	3	1	1
EEF1GP2	2	2	10	5	7
SPINK5	63	72	112	57	65
FBXO38-DT	57	34	99	41	19
SPINK14	2	1	6	7	16
SPINK6	0	0	14	2	0
HMGN1P16	0	0	0	4	1
MARCOL	14	26	37	139	84
SPINK13	23	28	44	91	77
PGBD4P3	0	0	7	0	0
SPINK7	0	0	11	9	9
SPINK9	0	0	5	0	6
ENSG00000283653	0	0	0	0	0
FBXO38	353	401	139	242	208
Metazoa_SRP	0	1	1	1	0
ENSG00000251330	0	1	3	1	0
HTR4	12	6	78	32	41
ENSG00000253297	0	4	14	0	0
ADRB2	154	46	24	33	11
ENSG00000289430	3	3	2	0	2
SH3TC2	71	65	311	88	100
ENSG00000272411	1	0	0	0	0
RNU6-732P	0	0	2	1	0
MIR584	0	0	8	0	2
SH3TC2-DT	12	10	46	23	7
RN7SKP145	0	0	2	2	0
ABLIM3	811	977	284	408	331
ENSG00000248647	0	1	9	9	1
ENSG00000253406	0	5	54	20	25
AFAP1L1	131	151	157	201	147
ENSG00000285736	3	0	11	5	4
GRPEL2	190	122	87	93	69
GRPEL2-AS1	0	0	6	16	0
PCYOX1L	50	47	46	25	8
IL17B	0	6	25	5	11
ENSG00000253865	0	0	3	0	0
CARMN	235	400	173	161	142
ENSG00000275871	0	0	3	2	0
MIR143	0	0	0	0	0
MIR145	0	0	0	0	0
CSNK1A1	1223	1276	451	887	690
ENSG00000230551	333	414	119	262	231
RPL29P14	16	14	10	10	16
ARHGEF37	185	138	111	131	125
RNU6-588P	0	0	0	0	4
ENSG00000287323	0	0	4	3	1
U3	5	0	3	11	0
RN7SL868P	0	0	7	0	0
PPARGC1B	324	324	189	140	103
MIR378A	0	10	1	0	0
PDE6A	16	11	81	15	6
MFFP2	1	0	5	0	0
Y_RNA	0	0	2	0	0
SLC26A2	100	191	75	49	47
TIGD6	16	47	27	14	35
HMGXB3	392	412	244	326	287
ENSG00000248696	0	0	6	0	0
RPS20P4	0	0	1	0	5
CSF1R	212	191	126	62	56
RPL7P1	25	27	25	32	30
Y_RNA	0	0	0	0	0
PDGFRB	595	965	282	501	464
CDX1	6	0	24	4	0
SLC6A7	11	33	98	74	44
CAMK2A	8	18	95	25	32
ARSI	7	22	22	12	3
TCOF1	389	488	366	579	390
CD74	1486	975	153	176	140
ENSG00000286331	0	13	16	1	1
RPS14	396	364	384	470	367
NDST1-AS1	4	6	3	1	0
NDST1	1239	1196	309	676	538
SYNPO	1124	1081	274	411	362
ENSG00000253852	0	3	9	3	9
ENSG00000286657	6	2	15	0	4
MYOZ3	12	5	45	8	10
MYOZ3-AS1	0	0	9	6	1
RBM22	172	216	106	164	133
DCTN4	405	340	141	201	140
SMIM3	46	34	59	57	26
IRGM	9	2	22	2	8
ZNF300	14	52	30	48	35
ZNF300P1	62	83	27	21	23
ENSG00000274235	0	0	1	0	0
ENSG00000277866	0	0	0	0	0
GPX3	2385	1836	62	260	119
TNIP1	1280	1570	1224	1849	1538
ENSG00000289970	4	4	9	6	13
ANXA6	199	250	192	216	175
ENSG00000254298	0	0	1	0	0
PDGFRL2P	6	0	7	6	2
CCDC69	512	590	177	368	269
GM2A	442	317	132	243	224
SLC36A3	2	4	28	6	5
SLC36A2	2	2	40	5	19
ATP6V1G1P5	0	0	1	0	1
ENSG00000253897	0	3	28	2	2
ENSG00000253472	0	0	1	0	0
ENSG00000271494	0	0	10	4	6
SLC36A1	185	151	76	44	32
RNA5SP197	0	0	0	0	0
FAT2	19	61	151	62	43
ENSG00000271795	16	13	35	10	16
MIR6499	0	0	0	0	0
ENSG00000288081	0	0	0	4	0
ENSG00000260581	6	4	13	3	5
SPARC	670	1520	461	681	561
CLMAT3	6	6	31	10	7
RN7SKP232	0	0	0	0	0
ENSG00000272112	2	0	0	2	4
ATOX1	59	38	48	35	31
ATOX1-AS1	0	4	2	0	0
RPLP1P6	4	1	1	0	2
ENSG00000275765	18	12	36	28	0
G3BP1	1160	1143	526	984	822
GLRA1	2	3	28	17	2
ENSG00000270978	4	0	3	3	2
RNA5SP198	0	0	0	0	0
LINC01933	9	13	31	15	7
ENSG00000286749	0	5	33	3	1
NMUR2	0	2	17	8	2
ENSG00000242080	0	0	3	2	3
LINC01470	0	11	41	20	5
GRIA1	134	20	87	25	20
RN7SL177P	0	0	4	2	1
LINC01861	0	0	14	9	1
ENSG00000261382	0	3	14	4	5
FAM114A2	120	171	116	106	73
MFAP3	466	426	162	219	164
GALNT10	555	668	192	280	258
SAP30L-AS1	25	41	104	52	23
HNRNPA3P7	6	0	14	1	2
ENSG00000287695	0	11	3	2	0
MIR1294	0	0	0	0	0
RN7SL655P	0	1	7	1	2
SAP30L	347	338	126	163	149
HAND1	1	0	22	6	8
ENSG00000254293	0	0	14	0	5
ENSG00000253886	0	1	15	4	0
CIR1P1	2	0	9	7	4
MIR3141	0	0	1	0	0
LARP1	3244	3269	1427	2526	2135
MIR1303	0	0	0	0	2
Y_RNA	0	2	1	2	1
RN7SL803P	0	1	1	1	2
ENSG00000241187	4	4	3	2	0
FAXDC2	170	94	41	29	32
Metazoa_SRP	0	6	3	1	1
MIR378H	0	1	5	2	0
CNOT8	352	280	224	343	275
GEMIN5	196	147	110	142	138
MRPL22	30	24	34	31	6
ENSG00000253261	1	0	10	1	0
KIF4B	9	5	27	12	4
ENSG00000287963	1	0	46	10	13
RPL6P32	2	0	11	0	0
ENSG00000271477	0	2	2	0	0
ENSG00000270442	4	0	11	8	0
RNA5SP199	0	1	1	2	0
SGCD	14	22	83	12	26
ENSG00000286690	0	0	6	4	0
ENSG00000253370	0	0	5	0	3
ENSG00000254163	0	0	6	0	5
RNU6-556P	2	0	4	1	0
PPP1R2B	5	3	2	1	1
TIMD4	28	21	20	33	25
APOOP1	0	1	3	0	1
HAVCR1	174	319	109	266	186
HAVCR2	67	79	46	23	13
ENSG00000254246	0	0	0	0	2
MED7	66	110	45	58	38
ITK	30	21	91	50	36
GARIN3	1	1	30	0	6
ENSG00000253980	6	0	2	2	0
ENSG00000253653	0	0	7	0	4
CYFIP2	467	527	681	1532	1330
ENSG00000285868	1	3	11	11	4
FNDC9	0	0	2	0	4
NIPAL4-DT	0	0	9	0	3
ENSG00000248544	4	7	11	5	7
ADAM19	146	177	154	143	158
ENSG00000253155	0	2	0	0	0
NIPAL4	4	0	40	17	13
ENSG00000253519	1	0	11	0	3
RNU6-390P	0	0	0	0	0
ENSG00000254336	0	0	2	0	0
SOX30	1	3	15	10	10
C5orf52	0	0	6	7	1
ENSG00000253798	0	1	0	1	2
THG1L	53	68	68	65	50
LSM11	65	76	64	75	47
ENSG00000253630	0	0	0	0	3
CLINT1	1376	1563	354	837	648
RNU6-260P	0	0	1	0	0
ENSG00000244331	0	0	2	0	0
RNU2-48P	0	0	2	0	0
MARK2P11	6	2	10	5	3
ENSG00000213414	7	0	12	1	0
ENSG00000253422	0	0	4	2	0
ENSG00000253792	2	0	7	20	1
ENSG00000253673	2	0	3	0	1
ENSG00000254047	0	0	13	6	1
ENSG00000253449	3	3	11	1	0
ENSG00000253424	0	0	1	1	2
ENSG00000253134	0	0	2	1	2
LINC02227	0	6	38	15	19
ENSG00000254350	0	0	7	3	3
ENSG00000272085	0	0	1	2	0
ENSG00000254135	5	4	21	7	12
EBF1	37	100	69	64	43
ENSG00000253811	1	0	8	0	0
ENSG00000253456	0	0	4	0	2
LINC02202	5	15	22	2	6
ENSG00000279204	2	0	12	1	0
RNF145	1606	1973	520	1014	788
ENSG00000253256	2	1	14	9	2
LINC01932	3	2	8	6	5
ENSG00000252458	0	0	0	1	0
ENSG00000288764	2	3	28	10	12
UBLCP1	86	113	25	46	32
ENSG00000249738	28	39	114	43	59
IL12B	0	1	12	5	6
RNU4ATAC2P	0	3	0	0	0
LINC01845	11	1	28	3	2
ENSG00000283413	3	4	7	0	0
LINC01847	7	7	50	29	18
ADRA1B	17	12	14	13	9
GAPDHP40	0	0	9	0	1
Y_RNA	0	0	0	0	0
TTC1	177	190	131	150	134
ENSG00000223908	0	2	9	3	1
PWWP2A	171	182	75	106	83
FABP6	28	28	39	10	11
FABP6-AS1	0	0	37	12	6
ENSG00000253772	0	0	14	2	1
CCNJL	101	80	92	23	21
ENSG00000254373	0	2	5	1	2
ENSG00000270612	0	0	0	0	0
C1QTNF2	6	4	13	10	1
ZBED8	69	32	12	7	18
SLU7	218	199	145	124	84
PTTG1	10	9	13	11	10
MIR3142HG	2	1	20	2	0
MIR3142	0	0	0	0	0
MIR146A	0	0	0	0	0
ATP10B	161	140	109	48	31
ENSG00000253687	1	1	15	3	2
ENSG00000254391	9	3	4	1	0
LINC02159	13	1	16	7	3
GABRB2	25	14	53	20	6
GABRA6	1	5	34	8	1
ENSG00000253403	0	2	8	0	8
GLRXP3	0	0	5	0	1
GABRA1	2	0	42	4	16
LINC01202	4	0	24	10	5
GABRG2	33	7	128	47	20
ENSG00000254186	2	10	85	10	17
RNU6-164P	0	0	1	0	0
ARL2BPP5	0	0	0	0	2
MRPL57P6	0	0	5	0	2
ENSG00000250114	0	1	2	0	0
CCNG1	175	173	41	55	74
NUDCD2	82	67	50	53	44
HMMR	38	29	36	27	32
HMMR-AS1	3	0	7	3	1
MAT2B	414	311	148	161	142
ENSG00000285590	15	1	10	0	0
ENSG00000224012	0	2	2	0	3
RNU6-168P	1	0	9	0	0
ENSG00000273569	0	2	6	2	0
LSM1P2	0	0	1	0	0
ENSG00000253331	0	0	15	5	3
ENSG00000253538	0	0	5	0	0
LINC03000	3	1	63	32	7
LINC02143	0	4	12	5	4
ENSG00000253600	0	0	4	0	0
RNU6-209P	0	0	1	0	0
ENSG00000285549	0	2	8	6	2
LINC01938	2	10	24	12	4
ENSG00000253693	0	0	3	0	0
RN7SKP60	0	0	0	0	0
ENSG00000253512	0	0	0	0	1
ENSG00000253946	0	0	0	0	0
RPL7P20	0	2	3	1	0
ENSG00000254171	0	0	15	4	2
RPLP0P9	55	107	108	169	123
LINC01947	0	0	3	0	0
TENM2	47	31	213	60	29
ENSG00000253713	0	0	9	0	0
ENSG00000253469	0	0	1	8	0
ENSG00000254365	5	2	3	2	2
ENSG00000254297	0	1	4	4	1
ENSG00000253527	0	0	3	0	0
ENSG00000289264	0	0	9	3	0
ENSG00000254187	6	0	13	1	0
ENSG00000253357	0	0	6	1	0
ENSG00000253660	0	0	13	1	0
ENSG00000253947	0	0	3	2	1
ENSG00000253065	0	0	0	1	0
ENSG00000253925	1	1	22	1	9
ENSG00000279739	3	4	9	4	0
TENM2-AS1	16	0	12	4	2
WWC1	996	1009	285	579	373
RARS1	193	199	116	215	167
FBLL1	1	0	7	3	0
PANK3	1109	987	507	883	820
SLC2A3P1	0	0	0	0	0
MIR103A1	4	2	0	0	0
MIR103B1	0	0	1	0	0
RPL10P9	99	53	61	90	90
ENSG00000254192	0	1	14	0	1
SLIT3	194	306	172	79	85
SLIT3-AS2	17	3	41	27	26
MIR218-2	0	0	3	0	2
Y_RNA	0	0	0	0	0
ENSG00000248965	0	1	5	0	0
ENSG00000279752	7	2	9	5	2
SLIT3-AS1	6	5	32	11	21
MIR585	0	0	1	0	0
ENSG00000288912	5	0	5	0	0
RNU6-477P	0	1	3	0	0
SPDL1	35	51	58	65	42
DOCK2	554	303	425	353	264
ENSG00000253269	0	0	2	8	0
ENSG00000289702	5	4	4	7	4
INSYN2B	0	11	39	12	6
MIR378E	0	1	0	1	1
FOXI1	0	3	25	1	3
KRT18P41	1	0	12	1	1
LINC01187	0	0	13	11	3
C5orf58	7	5	22	5	1
LCP2	195	71	344	253	179
ENSG00000288615	0	9	20	1	1
LINC01366	0	1	35	32	23
ENSG00000250274	1	3	36	28	14
KCNIP1	14	8	43	9	24
KCNMB1	7	9	46	18	6
KCNIP1-OT1	11	10	29	7	7
